time,v, gamma, altitude, skin_temp
4.820000000000000284e+01,2.184266112383631935e+03,1.173675885063991675e+00,3.633839000282764755e+04,3.202747598123601165e+02
4.830000000000000426e+01,2.183577569820353801e+03,1.174903952979169608e+00,3.629931586321262876e+04,3.202909993592800788e+02
4.840000000000000568e+01,2.182915942810114757e+03,1.176086887429770744e+00,3.625776133056131221e+04,3.203069095391824135e+02
4.850000000000000000e+01,2.182281634830630992e+03,1.177221871751299886e+00,3.621385460168468126e+04,3.203224705509655905e+02
4.860000000000000142e+01,2.181674723172104677e+03,1.178306825328086838e+00,3.616773585392337554e+04,3.203376680555775238e+02
4.870000000000000284e+01,2.181094958937225329e+03,1.179340403593285513e+00,3.611955724514773465e+04,3.203524931760154573e+02
4.880000000000000426e+01,2.180541767041168441e+03,1.180321998028874830e+00,3.606948291375779081e+04,3.203669424973260220e+02
4.890000000000000568e+01,2.180014246211595491e+03,1.181251736165658928e+00,3.601768897868323256e+04,3.203810180666052929e+02
4.900000000000000000e+01,2.179511168988656209e+03,1.182130481583265835e+00,3.596436353938344109e+04,3.203947273929988455e+02
4.910000000000000142e+01,2.179030981724984940e+03,1.182959833910149250e+00,3.590970667584748298e+04,3.204080834477015856e+02
4.920000000000000284e+01,2.178571804585703831e+03,1.183742128823586981e+00,3.585393044859409565e+04,3.204211046639577489e+02
4.930000000000000426e+01,2.178131431548421460e+03,1.184480438049681839e+00,3.579725889867170918e+04,3.204338149370611291e+02
4.940000000000000568e+01,2.177707330403231481e+03,1.185178569363361412e+00,3.573992804765842448e+04,3.204462436243549064e+02
4.950000000000000000e+01,2.177296642752716707e+03,1.185841066588378290e+00,3.568218589766202786e+04,3.204584255452314778e+02
4.960000000000000142e+01,2.176896184011943660e+03,1.186473209597309175e+00,3.562429243131999101e+04,3.204704009811329684e+02
4.970000000000000284e+01,2.176502443408468025e+03,1.187081014311556437e+00,3.556651961179945647e+04,3.204822156755506626e+02
4.980000000000000426e+01,2.176111583982329648e+03,1.187671232701346336e+00,3.550915138279725943e+04,3.204939208340253458e+02
4.990000000000000568e+01,2.175719442586056630e+03,1.188251352785730353e+00,3.545248366853991320e+04,3.205055731241472472e+02
5.000000000000000000e+01,2.175321529884663050e+03,1.188829598632584750e+00,3.539682437378360191e+04,3.205172346755559829e+02
5.010000000000000142e+01,2.174913030355649425e+03,1.189414930358610567e+00,3.534249338381420966e+04,3.205289730799404992e+02
5.020000000000000284e+01,2.174488802289002706e+03,1.190017044129333401e+00,3.528982256444727682e+04,3.205408613910392432e+02
5.030000000000000426e+01,2.174043377787196732e+03,1.190646372159103850e+00,3.523915576202805096e+04,3.205529781246401058e+02
5.040000000000000568e+01,2.173570962765191780e+03,1.191314082711097067e+00,3.519084880343145051e+04,3.205654072585802510e+02
5.050000000000000000e+01,2.173065436950434105e+03,1.192032080097312763e+00,3.514526949606206472e+04,3.205782382327463438e+02
